Reef ,Date,Boat Type,Number of Boats
Atlantic Beach,4/7/1995,Small,0
Atlantic Beach,4/7/1995,Large,0
Atlantic Beach,5/14/1995,Small,7
Atlantic Beach,5/14/1995,Large,0
Atlantic Beach,6/10/1995,Small,4
Atlantic Beach,6/10/1995,Large,0
Atlantic Beach,7/9/1995,Small,3
Atlantic Beach,7/9/1995,Large,0
Atlantic Beach,8/19/1995,Small,0
Atlantic Beach,8/19/1995,Large,0
Atlantic Beach,9/2/1995,Small,6
Atlantic Beach,9/2/1995,Large,1
Atlantic Beach,10/9/1995,Small,0
Atlantic Beach,10/9/1995,Large,0
Atlantic Beach,11/17/1995,Small,0
Atlantic Beach,11/17/1995,Large,0
Atlantic Beach,4/21/1996,Small,0
Atlantic Beach,4/21/1996,Large,0
Atlantic Beach,5/22/1996,Small,1
Atlantic Beach,5/22/1996,Large,0
Atlantic Beach,6/26/1996,Small,0
Atlantic Beach,6/26/1996,Large,0
Atlantic Beach,7/6/1996,Small,2
Atlantic Beach,7/6/1996,Large,0
Atlantic Beach,8/25/1996,Small,2
Atlantic Beach,8/25/1996,Large,0
Atlantic Beach,9/21/1996,Small,12
Atlantic Beach,9/21/1996,Large,1
Atlantic Beach,10/26/1996,Small,0
Atlantic Beach,10/26/1996,Large,0
Atlantic Beach,11/11/1996,Small,1
Atlantic Beach,11/11/1996,Large,0
Atlantic Beach,4/22/1997,Small,1
Atlantic Beach,4/22/1997,Large,0
Atlantic Beach,4/26/1997,Small,0
Atlantic Beach,4/26/1997,Large,0
Atlantic Beach,5/11/1997,Small,1
Atlantic Beach,5/11/1997,Large,1
Atlantic Beach,5/27/1997,Small,1
Atlantic Beach,5/27/1997,Large,0
Atlantic Beach,7/5/1997,Small,4
Atlantic Beach,7/5/1997,Large,1
Atlantic Beach,7/29/1997,Small,1
Atlantic Beach,7/29/1997,Large,0
Atlantic Beach,8/16/1997,Small,6
Atlantic Beach,8/16/1997,Large,0
Atlantic Beach,8/25/1997,Small,5
Atlantic Beach,8/25/1997,Large,0
Atlantic Beach,9/4/1997,Small,0
Atlantic Beach,9/4/1997,Large,0
Atlantic Beach,9/14/1997,Small,15
Atlantic Beach,9/14/1997,Large,0
Atlantic Beach,10/4/1997,Small,8
Atlantic Beach,10/4/1997,Large,0
Atlantic Beach,10/8/1997,Small,0
Atlantic Beach,10/8/1997,Large,0
Atlantic Beach,11/21/1997,Small,3
Atlantic Beach,11/21/1997,Large,0
Atlantic Beach,5/3/2000,Small,5
Atlantic Beach,5/3/2000,Large,0
Atlantic Beach,5/27/2000,Small,5
Atlantic Beach,5/27/2000,Large,1
Atlantic Beach,6/10/2000,Small,4
Atlantic Beach,6/10/2000,Large,0
Atlantic Beach,6/30/2000,Small,1
Atlantic Beach,6/30/2000,Large,0
Atlantic Beach,5/11/2001,Small,1
Atlantic Beach,5/11/2001,Large,1
Atlantic Beach,6/9/2001,Small,22
Atlantic Beach,6/9/2001,Large,0
Atlantic Beach,6/21/2001,Small,3
Atlantic Beach,6/21/2001,Large,0
Atlantic Beach,7/7/2001,Small,26
Atlantic Beach,7/7/2001,Large,1
Atlantic Beach,7/30/2001,Small,0
Atlantic Beach,7/30/2001,Large,0
Atlantic Beach,8/16/2001,Small,5
Atlantic Beach,8/16/2001,Large,0
Atlantic Beach,10/25/2001,Small,1
Atlantic Beach,10/25/2001,Large,0
Atlantic Beach,11/21/2001,Small,7
Atlantic Beach,11/21/2001,Large,0
Atlantic Beach,12/1/2001,Small,9
Atlantic Beach,12/1/2001,Large,0
Atlantic Beach,12/22/2001,Small,4
Atlantic Beach,12/22/2001,Large,0
Atlantic Beach,6/8/2002,Small,16
Atlantic Beach,6/8/2002,Large,1
Atlantic Beach,6/26/2002,Small,9
Atlantic Beach,6/26/2002,Large,0
Atlantic Beach,7/8/2002,Small,9
Atlantic Beach,7/8/2002,Large,0
Atlantic Beach,7/30/2002,Small,2
Atlantic Beach,7/30/2002,Large,0
Atlantic Beach,8/25/2002,Small,43
Atlantic Beach,8/25/2002,Large,1
Atlantic Beach,8/26/2002,Small,17
Atlantic Beach,8/26/2002,Large,0
Atlantic Beach,9/10/2002,Small,10
Atlantic Beach,9/10/2002,Large,2
Atlantic Beach,9/13/2002,Small,8
Atlantic Beach,9/13/2002,Large,1
Atlantic Beach,9/29/2002,Small,14
Atlantic Beach,9/29/2002,Large,0
Atlantic Beach,10/15/2002,Small,1
Atlantic Beach,10/15/2002,Large,0
Atlantic Beach,10/31/2002,Small,2
Atlantic Beach,10/31/2002,Large,1
Atlantic Beach,11/15/2002,Small,3
Atlantic Beach,11/15/2002,Large,0
Atlantic Beach,12/7/2002,Small,5
Atlantic Beach,12/7/2002,Large,0
Atlantic Beach,12/13/2002,Small,8
Atlantic Beach,12/13/2002,Large,0
Atlantic Beach,5/29/2003,Small,11
Atlantic Beach,5/29/2003,Large,4
Atlantic Beach,5/31/2003,Small,23
Atlantic Beach,5/31/2003,Large,6
Atlantic Beach,6/6/2003,Small,22
Atlantic Beach,6/6/2003,Large,4
Atlantic Beach,6/24/2003,Small,32
Atlantic Beach,6/24/2003,Large,5
Atlantic Beach,7/6/2003,Small,55
Atlantic Beach,7/6/2003,Large,0
Atlantic Beach,7/18/2003,Small,15
Atlantic Beach,7/18/2003,Large,2
Atlantic Beach,8/19/2003,Small,21
Atlantic Beach,8/19/2003,Large,2
Atlantic Beach,8/28/2003,Small,20
Atlantic Beach,8/28/2003,Large,5
Atlantic Beach,9/5/2003,Small,1
Atlantic Beach,9/5/2003,Large,1
Atlantic Beach,9/6/2003,Small,20
Atlantic Beach,9/6/2003,Large,1
Atlantic Beach,9/30/2003,Small,5
Atlantic Beach,9/30/2003,Large,3
Atlantic Beach,10/18/2003,Small,19
Atlantic Beach,10/18/2003,Large,4
Atlantic Beach,10/30/2003,Small,15
Atlantic Beach,10/30/2003,Large,0
Atlantic Beach,11/22/2003,Small,15
Atlantic Beach,11/22/2003,Large,0
Atlantic Beach,12/9/2003,Small,1
Atlantic Beach,12/9/2003,Large,0
Atlantic Beach,12/12/2003,Small,0
Atlantic Beach,12/12/2003,Large,0
Atlantic Beach,5/7/2004,Small,0
Atlantic Beach,5/7/2004,Large,0
Atlantic Beach,6/5/2004,Small,1
Atlantic Beach,6/5/2004,Large,0
Atlantic Beach,6/12/2004,Small,9
Atlantic Beach,6/12/2004,Large,0
Atlantic Beach,6/28/2004,Small,6
Atlantic Beach,6/28/2004,Large,0
Atlantic Beach,7/26/2004,Small,0
Atlantic Beach,7/26/2004,Large,0
Atlantic Beach,8/4/2004,Small,3
Atlantic Beach,8/4/2004,Large,1
Atlantic Beach,8/14/2004,Small,1
Atlantic Beach,8/14/2004,Large,0
Atlantic Beach,8/28/2004,Small,10
Atlantic Beach,8/28/2004,Large,1
Atlantic Beach,10/4/2004,Small,33
Atlantic Beach,10/4/2004,Large,1
Atlantic Beach,10/31/2004,Small,5
Atlantic Beach,10/31/2004,Large,0
Atlantic Beach,11/16/2004,Small,17
Atlantic Beach,11/16/2004,Large,0
Atlantic Beach,11/17/2004,Small,30
Atlantic Beach,11/17/2004,Large,0
Atlantic Beach,12/12/2004,Small,0
Atlantic Beach,12/12/2004,Large,0
Atlantic Beach,12/16/2004,Small,1
Atlantic Beach,12/16/2004,Large,0
Atlantic Beach,12/26/2004,Small,1
Atlantic Beach,12/26/2004,Large,0
Atlantic Beach,5/30/2005,Small,8
Atlantic Beach,5/30/2005,Large,0
Atlantic Beach,5/31/2005,Small,7
Atlantic Beach,5/31/2005,Large,0
Atlantic Beach,6/1/2005,Small,2
Atlantic Beach,6/1/2005,Large,0
Atlantic Beach,6/12/2005,Small,0
Atlantic Beach,6/12/2005,Large,0
Atlantic Beach,8/18/2005,Small,2
Atlantic Beach,8/18/2005,Large,1
Atlantic Beach,8/23/2005,Small,9
Atlantic Beach,8/23/2005,Large,0
Atlantic Beach,9/23/2005,Small,1
Atlantic Beach,9/23/2005,Large,0
Atlantic Beach,10/2/2005,Small,32
Atlantic Beach,10/2/2005,Large,1
Atlantic Beach,12/23/2008,Small,0
Atlantic Beach,12/23/2008,Large,0
Atlantic Beach,1/21/2009,Small,0
Atlantic Beach,1/21/2009,Large,0
Atlantic Beach,5/29/2006,Small,31
Atlantic Beach,5/29/2006,Large,0
Atlantic Beach,9/13/2006,Small,1
Atlantic Beach,9/13/2006,Large,0
Atlantic Beach,10/31/2006,Small,11
Atlantic Beach,10/31/2006,Large,0
Atlantic Beach,11/3/2006,Small,9
Atlantic Beach,11/3/2006,Large,0
Atlantic Beach,12/19/2006,Small,2
Atlantic Beach,12/19/2006,Large,0
Atlantic Beach,5/13/2007,Small,2
Atlantic Beach,5/13/2007,Large,1
Atlantic Beach,5/22/2007,Small,10
Atlantic Beach,5/22/2007,Large,0
Atlantic Beach,5/29/2007,Small,5
Atlantic Beach,5/29/2007,Large,0
Atlantic Beach,7/4/2007,Small,3
Atlantic Beach,7/4/2007,Large,0
Atlantic Beach,7/12/2007,Small,2
Atlantic Beach,7/12/2007,Large,0
Atlantic Beach,8/13/2007,Small,9
Atlantic Beach,8/13/2007,Large,0
Atlantic Beach,8/19/2007,Small,35
Atlantic Beach,8/19/2007,Large,0
Atlantic Beach,10/14/2007,Small,2
Atlantic Beach,10/14/2007,Large,0
Atlantic Beach,10/30/2007,Small,15
Atlantic Beach,10/30/2007,Large,0
Atlantic Beach,10/31/2007,Small,13
Atlantic Beach,10/31/2007,Large,0
Atlantic Beach,11/14/2007,Small,16
Atlantic Beach,11/14/2007,Large,1
Atlantic Beach,11/17/2007,Small,5
Atlantic Beach,11/17/2007,Large,0
Atlantic Beach,12/6/2007,Small,5
Atlantic Beach,12/6/2007,Large,1
Atlantic Beach,12/29/2014,Small,3
Atlantic Beach,12/29/2014,Large,0
Atlantic Beach,12/14/2014,Small,6
Atlantic Beach,12/14/2014,Large,0
Atlantic Beach,10/30/2014,Small,9
Atlantic Beach,10/30/2014,Large,0
Atlantic Beach,10/25/2014,Small,18
Atlantic Beach,10/25/2014,Large,0
Atlantic Beach,11/15/2014,Small,15
Atlantic Beach,11/15/2014,Large,1
Atlantic Beach,10/6/2014,Small,0
Atlantic Beach,10/6/2014,Large,0
Atlantic Beach,9/5/2014,Small,32
Atlantic Beach,9/5/2014,Large,0
Atlantic Beach,8/24/2014,Small,5
Atlantic Beach,8/24/2014,Large,0
Atlantic Beach,8/19/2014,Small,10
Atlantic Beach,8/19/2014,Large,0
Atlantic Beach,8/17/2014,Small,18
Atlantic Beach,8/17/2014,Large,2
Atlantic Beach,7/23/2014,Small,10
Atlantic Beach,7/23/2014,Large,0
Atlantic Beach,6/27/2014,Small,3
Atlantic Beach,6/27/2014,Large,0
Atlantic Beach,6/14/2014,Small,7
Atlantic Beach,6/14/2014,Large,0
Atlantic Beach,4/15/2015,Small,2
Atlantic Beach,4/15/2015,Large,0
Atlantic Beach,4/18/2015,Small,1
Atlantic Beach,4/18/2015,Large,0
Atlantic Beach,5/29/2015,Small,11
Atlantic Beach,5/29/2015,Large,0
Atlantic Beach,5/30/2015,Small,5
Atlantic Beach,5/30/2015,Large,0
Atlantic Beach,6/17/2015,Small,6
Atlantic Beach,6/17/2015,Large,0
Atlantic Beach,7/11/2015,Small,44
Atlantic Beach,7/11/2015,Large,3
Atlantic Beach,7/21/2015,Small,14
Atlantic Beach,7/21/2015,Large,0
Atlantic Beach,8/9/2015,Small,23
Atlantic Beach,8/9/2015,Large,1
Atlantic Beach,8/15/2015,Small,36
Atlantic Beach,8/15/2015,Large,0
Atlantic Beach,8/24/2015,Small,5
Atlantic Beach,8/24/2015,Large,0
Atlantic Beach,10/18/2015,Small,1
Atlantic Beach,10/18/2015,Large,0
Atlantic Beach,10/22/2015,Small,6
Atlantic Beach,10/22/2015,Large,1
Atlantic Beach,10/26/2015,Small,4
Atlantic Beach,10/26/2015,Large,0
Atlantic Beach,10/31/2015,Small,38
Atlantic Beach,10/31/2015,Large,1
Atlantic Beach,11/4/2015,Small,35
Atlantic Beach,11/4/2015,Large,0
Atlantic Beach,11/15/2015,Small,7
Atlantic Beach,11/15/2015,Large,0
Atlantic Beach,12/7/2015,Small,1
Atlantic Beach,12/7/2015,Large,0
Atlantic Beach,12/12/2015,Small,13
Atlantic Beach,12/12/2015,Large,1
Atlantic Beach,5/26/2008,Small,5
Atlantic Beach,5/26/2008,Large,0
Atlantic Beach,6/2/2008,Small,10
Atlantic Beach,6/2/2008,Large,0
Atlantic Beach,7/21/2008,Small,1
Atlantic Beach,7/21/2008,Large,0
Atlantic Beach,7/28/2008,Small,1
Atlantic Beach,7/28/2008,Large,0
Atlantic Beach,9/17/2008,Small,11
Atlantic Beach,9/17/2008,Large,1
Atlantic Beach,10/2/2008,Small,0
Atlantic Beach,10/2/2008,Large,0
Atlantic Beach,10/21/2008,Small,1
Atlantic Beach,10/21/2008,Large,0
Atlantic Beach,11/2/2008,Small,20
Atlantic Beach,11/2/2008,Large,0
Atlantic Beach,12/14/2008,Small,12
Atlantic Beach,12/14/2008,Large,0
Atlantic Beach,12/23/2008,Small,5
Atlantic Beach,12/23/2008,Large,0
Atlantic Beach,1/21/2009,Small,0
Atlantic Beach,1/21/2009,Large,0
Fire Island,4/7/1995,Small,0
Fire Island,4/7/1995,Large,0
Fire Island,5/14/1995,Small,0
Fire Island,5/14/1995,Large,0
Fire Island,6/10/1995,Small,2
Fire Island,6/10/1995,Large,0
Fire Island,7/9/1995,Small,8
Fire Island,7/9/1995,Large,0
Fire Island,8/19/1995,Small,0
Fire Island,8/19/1995,Large,0
Fire Island,9/2/1995,Small,3
Fire Island,9/2/1995,Large,1
Fire Island,10/9/1995,Small,4
Fire Island,10/9/1995,Large,2
Fire Island,11/17/1995,Small,0
Fire Island,11/17/1995,Large,1
Fire Island,4/21/1996,Small,0
Fire Island,4/21/1996,Large,0
Fire Island,5/22/1996,Small,0
Fire Island,5/22/1996,Large,0
Fire Island,6/26/1996,Small,0
Fire Island,6/26/1996,Large,0
Fire Island,7/6/1996,Small,3
Fire Island,7/6/1996,Large,0
Fire Island,8/25/1996,Small,0
Fire Island,8/25/1996,Large,0
Fire Island,9/21/1996,Small,21
Fire Island,9/21/1996,Large,3
Fire Island,10/26/1996,Small,1
Fire Island,10/26/1996,Large,0
Fire Island,11/11/1996,Small,0
Fire Island,11/11/1996,Large,1
Fire Island,4/22/1997,Small,1
Fire Island,4/22/1997,Large,0
Fire Island,4/26/1997,Small,2
Fire Island,4/26/1997,Large,0
Fire Island,5/11/1997,Small,0
Fire Island,5/11/1997,Large,1
Fire Island,5/27/1997,Small,1
Fire Island,5/27/1997,Large,0
Fire Island,7/5/1997,Small,2
Fire Island,7/5/1997,Large,3
Fire Island,7/29/1997,Small,3
Fire Island,7/29/1997,Large,1
Fire Island,8/16/1997,Small,0
Fire Island,8/16/1997,Large,0
Fire Island,8/25/1997,Small,0
Fire Island,8/25/1997,Large,0
Fire Island,9/4/1997,Small,0
Fire Island,9/4/1997,Large,0
Fire Island,9/14/1997,Small,23
Fire Island,9/14/1997,Large,4
Fire Island,10/4/1997,Small,18
Fire Island,10/4/1997,Large,2
Fire Island,10/8/1997,Small,4
Fire Island,10/8/1997,Large,2
Fire Island,11/21/1997,Small,0
Fire Island,11/21/1997,Large,1
Fire Island,5/3/2000,Small,0
Fire Island,5/3/2000,Large,0
Fire Island,5/27/2000,Small,27
Fire Island,5/27/2000,Large,0
Fire Island,6/10/2000,Small,10
Fire Island,6/10/2000,Large,1
Fire Island,6/30/2000,Small,4
Fire Island,6/30/2000,Large,0
Fire Island,5/11/2001,Small,0
Fire Island,5/11/2001,Large,0
Fire Island,6/9/2001,Small,30
Fire Island,6/9/2001,Large,1
Fire Island,6/21/2001,Small,0
Fire Island,6/21/2001,Large,0
Fire Island,7/7/2001,Small,17
Fire Island,7/7/2001,Large,0
Fire Island,7/30/2001,Small,0
Fire Island,7/30/2001,Large,0
Fire Island,8/16/2001,Small,12
Fire Island,8/16/2001,Large,0
Fire Island,10/25/2001,Small,0
Fire Island,10/25/2001,Large,0
Fire Island,11/21/2001,Small,0
Fire Island,11/21/2001,Large,1
Fire Island,12/1/2001,Small,0
Fire Island,12/1/2001,Large,1
Fire Island,12/22/2001,Small,1
Fire Island,12/22/2001,Large,1
Fire Island,6/8/2002,Small,8
Fire Island,6/8/2002,Large,2
Fire Island,6/26/2002,Small,2
Fire Island,6/26/2002,Large,1
Fire Island,7/8/2002,Small,12
Fire Island,7/8/2002,Large,0
Fire Island,7/30/2002,Small,4
Fire Island,7/30/2002,Large,3
Fire Island,8/25/2002,Small,15
Fire Island,8/25/2002,Large,1
Fire Island,8/26/2002,Small,11
Fire Island,8/26/2002,Large,2
Fire Island,9/13/2002,Small,24
Fire Island,9/13/2002,Large,4
Fire Island,9/29/2002,Small,30
Fire Island,9/29/2002,Large,3
Fire Island,10/15/2002,Small,0
Fire Island,10/15/2002,Large,1
Fire Island,10/31/2002,Small,0
Fire Island,10/31/2002,Large,2
Fire Island,11/15/2002,Small,1
Fire Island,11/15/2002,Large,1
Fire Island,12/7/2002,Small,1
Fire Island,12/7/2002,Large,1
Fire Island,12/13/2002,Small,3
Fire Island,12/13/2002,Large,0
Fire Island,5/29/2003,Small,4
Fire Island,5/29/2003,Large,1
Fire Island,5/31/2003,Small,5
Fire Island,5/31/2003,Large,0
Fire Island,6/6/2003,Small,5
Fire Island,6/6/2003,Large,0
Fire Island,6/24/2003,Small,30
Fire Island,6/24/2003,Large,0
Fire Island,7/6/2003,Small,9
Fire Island,7/6/2003,Large,0
Fire Island,7/18/2003,Small,7
Fire Island,7/18/2003,Large,2
Fire Island,8/19/2003,Small,9
Fire Island,8/19/2003,Large,0
Fire Island,8/28/2003,Small,9
Fire Island,8/28/2003,Large,0
Fire Island,9/5/2003,Small,1
Fire Island,9/5/2003,Large,0
Fire Island,9/6/2003,Small,1
Fire Island,9/6/2003,Large,0
Fire Island,9/30/2003,Small,2
Fire Island,9/30/2003,Large,3
Fire Island,10/18/2003,Small,8
Fire Island,10/18/2003,Large,6
Fire Island,10/30/2003,Small,2
Fire Island,10/30/2003,Large,1
Fire Island,11/22/2003,Small,8
Fire Island,11/22/2003,Large,3
Fire Island,12/9/2003,Small,2
Fire Island,12/9/2003,Large,0
Fire Island,12/12/2003,Small,1
Fire Island,12/12/2003,Large,0
Fire Island,5/7/2004,Small,0
Fire Island,5/7/2004,Large,0
Fire Island,6/5/2004,Small,0
Fire Island,6/5/2004,Large,0
Fire Island,6/12/2004,Small,45
Fire Island,6/12/2004,Large,2
Fire Island,6/28/2004,Small,1
Fire Island,6/28/2004,Large,0
Fire Island,7/26/2004,Small,0
Fire Island,7/26/2004,Large,0
Fire Island,8/4/2004,Small,7
Fire Island,8/4/2004,Large,1
Fire Island,8/14/2004,Small,1
Fire Island,8/14/2004,Large,2
Fire Island,8/28/2004,Small,10
Fire Island,8/28/2004,Large,0
Fire Island,9/21/2004,Small,4
Fire Island,9/21/2004,Large,2
Fire Island,10/4/2004,Small,9
Fire Island,10/4/2004,Large,1
Fire Island,10/31/2004,Small,0
Fire Island,10/31/2004,Large,0
Fire Island,11/16/2004,Small,3
Fire Island,11/16/2004,Large,0
Fire Island,11/17/2004,Small,6
Fire Island,11/17/2004,Large,0
Fire Island,12/12/2004,Small,0
Fire Island,12/12/2004,Large,0
Fire Island,12/16/2004,Small,0
Fire Island,12/16/2004,Large,0
Fire Island,12/26/2004,Small,0
Fire Island,12/26/2004,Large,0
Fire Island,5/30/2005,Small,5
Fire Island,5/30/2005,Large,0
Fire Island,5/31/2005,Small,3
Fire Island,5/31/2005,Large,1
Fire Island,6/1/2005,Small,1
Fire Island,6/1/2005,Large,0
Fire Island,6/12/2005,Small,0
Fire Island,6/12/2005,Large,0
Fire Island,8/18/2005,Small,1
Fire Island,8/18/2005,Large,0
Fire Island,8/23/2005,Small,17
Fire Island,8/23/2005,Large,0
Fire Island,9/23/2005,Small,0
Fire Island,9/23/2005,Large,0
Fire Island,10/2/2005,Small,51
Fire Island,10/2/2005,Large,4
Fire Island,12/23/2008,Small,0
Fire Island,12/23/2008,Large,0
Fire Island,1/21/2009,Small,0
Fire Island,1/21/2009,Large,0
Fire Island,5/29/2006,Small,10
Fire Island,5/29/2006,Large,0
Fire Island,9/13/2006,Small,1
Fire Island,9/13/2006,Large,0
Fire Island,10/31/2006,Small,2
Fire Island,10/31/2006,Large,0
Fire Island,11/3/2006,Small,1
Fire Island,11/3/2006,Large,1
Fire Island,12/19/2006,Small,4
Fire Island,12/19/2006,Large,0
Fire Island,5/13/2007,Small,2
Fire Island,5/13/2007,Large,0
Fire Island,5/22/2007,Small,8
Fire Island,5/22/2007,Large,2
Fire Island,5/29/2007,Small,8
Fire Island,5/29/2007,Large,1
Fire Island,7/4/2007,Small,11
Fire Island,7/4/2007,Large,1
Fire Island,7/12/2007,Small,3
Fire Island,7/12/2007,Large,0
Fire Island,8/13/2007,Small,9
Fire Island,8/13/2007,Large,1
Fire Island,8/19/2007,Small,53
Fire Island,8/19/2007,Large,4
Fire Island,10/14/2007,Small,1
Fire Island,10/14/2007,Large,3
Fire Island,10/30/2007,Small,3
Fire Island,10/30/2007,Large,2
Fire Island,10/31/2007,Small,1
Fire Island,10/31/2007,Large,1
Fire Island,11/14/2007,Small,2
Fire Island,11/14/2007,Large,1
Fire Island,11/17/2007,Small,1
Fire Island,11/17/2007,Large,0
Fire Island,12/6/2007,Small,0
Fire Island,12/6/2007,Large,0
Fire Island,12/29/2014,Small,0
Fire Island,12/29/2014,Large,0
Fire Island,12/14/2014,Small,2
Fire Island,12/14/2014,Large,0
Fire Island,10/30/2014,Small,4
Fire Island,10/30/2014,Large,1
Fire Island,10/25/2014,Small,0
Fire Island,10/25/2014,Large,3
Fire Island,11/15/2014,Small,6
Fire Island,11/15/2014,Large,1
Fire Island,10/6/2014,Small,0
Fire Island,10/6/2014,Large,0
Fire Island,9/5/2014,Small,20
Fire Island,9/5/2014,Large,1
Fire Island,8/24/2014,Small,11
Fire Island,8/24/2014,Large,1
Fire Island,8/19/2014,Small,0
Fire Island,8/19/2014,Large,0
Fire Island,8/17/2014,Small,7
Fire Island,8/17/2014,Large,0
Fire Island,7/23/2014,Small,0
Fire Island,7/23/2014,Large,0
Fire Island,6/27/2014,Small,10
Fire Island,6/27/2014,Large,1
Fire Island,6/14/2014,Small,4
Fire Island,6/14/2014,Large,0
Fire Island,4/15/2015,Small,0
Fire Island,4/15/2015,Large,0
Fire Island,4/18/2015,Small,3
Fire Island,4/18/2015,Large,0
Fire Island,5/29/2015,Small,5
Fire Island,5/29/2015,Large,0
Fire Island,5/30/2015,Small,2
Fire Island,5/30/2015,Large,0
Fire Island,6/17/2015,Small,10
Fire Island,6/17/2015,Large,0
Fire Island,7/11/2015,Small,60
Fire Island,7/11/2015,Large,5
Fire Island,7/21/2015,Small,12
Fire Island,7/21/2015,Large,4
Fire Island,8/9/2015,Small,6
Fire Island,8/9/2015,Large,3
Fire Island,8/15/2015,Small,20
Fire Island,8/15/2015,Large,0
Fire Island,8/24/2015,Small,14
Fire Island,8/24/2015,Large,2
Fire Island,10/18/2015,Small,1
Fire Island,10/18/2015,Large,0
Fire Island,10/22/2015,Small,0
Fire Island,10/22/2015,Large,0
Fire Island,10/26/2015,Small,2
Fire Island,10/26/2015,Large,0
Fire Island,10/31/2015,Small,2
Fire Island,10/31/2015,Large,0
Fire Island,11/4/2015,Small,4
Fire Island,11/4/2015,Large,0
Fire Island,11/15/2015,Small,0
Fire Island,11/15/2015,Large,0
Fire Island,12/7/2015,Small,0
Fire Island,12/7/2015,Large,0
Fire Island,12/12/2015,Small,6
Fire Island,12/12/2015,Large,0
Fire Island,5/26/2008,Small,1
Fire Island,5/26/2008,Large,0
Fire Island,6/2/2008,Small,3
Fire Island,6/2/2008,Large,1
Fire Island,7/21/2008,Small,0
Fire Island,7/21/2008,Large,0
Fire Island,7/27/2008,Small,4
Fire Island,7/27/2008,Large,0
Fire Island,7/28/2008,Small,4
Fire Island,7/28/2008,Large,1
Fire Island,9/17/2008,Small,10
Fire Island,9/17/2008,Large,2
Fire Island,10/2/2008,Small,1
Fire Island,10/2/2008,Large,0
Fire Island,10/21/2008,Small,0
